image,model,plate,detection_confidence,time_ms,detected,ocr_success
vehicle_31.jpg,YOLO11 + EasyOCR,,0.9265488982200623,396.23840000001564,1,0
vehicle_32.jpg,YOLO11 + EasyOCR,,0.9161680936813354,387.0548000000156,1,0
vehicle_33.jpg,YOLO11 + EasyOCR,,0.9253495335578918,276.92829999998025,1,0
vehicle_34.jpg,YOLO11 + EasyOCR,,0.9277754426002502,330.751499999991,1,0
vehicle_35.jpg,YOLO11 + EasyOCR,,0.9208266139030457,370.88209999998867,1,0
vehicle_36.jpg,YOLO11 + EasyOCR,,0.8743239045143127,273.4446000000048,1,0
vehicle_37.jpg,YOLO11 + EasyOCR,,0.8736300468444824,322.4899000000221,1,0
vehicle_38.jpg,YOLO11 + EasyOCR,,0.9300872683525085,419.1029000000128,1,0
vehicle_39.jpg,YOLO11 + EasyOCR,,0.7864636778831482,305.2829000000088,1,0
vehicle_4.jpg,YOLO11 + EasyOCR,,0.9108294248580933,419.255000000021,1,0
vehicle_40.jpg,YOLO11 + EasyOCR,,0.9260792136192322,357.0831000000112,1,0
vehicle_41.jpg,YOLO11 + EasyOCR,,0.9269673824310303,331.1821000000066,1,0
vehicle_42.jpg,YOLO11 + EasyOCR,,0.92303067445755,295.9613999999817,1,0
vehicle_43.jpg,YOLO11 + EasyOCR,,0.9209296107292175,271.50129999998285,1,0
vehicle_44.jpg,YOLO11 + EasyOCR,,0.9247265458106995,291.3807999999847,1,0
vehicle_45.jpg,YOLO11 + EasyOCR,D0722,0.9390403628349304,393.8481000000138,1,1
vehicle_46.jpg,YOLO11 + EasyOCR,,0.9311422109603882,438.17609999999263,1,0
vehicle_47.jpg,YOLO11 + EasyOCR,,0.9210668206214905,320.19579999999337,1,0
vehicle_48.jpg,YOLO11 + EasyOCR,T27592,0.921707272529602,398.07559999999853,1,1
vehicle_49.jpg,YOLO11 + EasyOCR,,0.9316931366920471,452.1190000000104,1,0
vehicle_5.jpg,YOLO11 + EasyOCR,,0.9374951124191284,443.60220000001505,1,0
vehicle_50.jpg,YOLO11 + EasyOCR,,0.9382063150405884,332.00430000002257,1,0
vehicle_51.jpg,YOLO11 + EasyOCR,,0.920242965221405,302.75380000000496,1,0
vehicle_52.jpg,YOLO11 + EasyOCR,,0.924180805683136,303.44109999998636,1,0
vehicle_53.jpg,YOLO11 + EasyOCR,TRIP09,0.9188597798347473,340.0792999999851,1,1
vehicle_54.jpg,YOLO11 + EasyOCR,,0.9153729677200317,358.4068000000116,1,0
vehicle_55.jpg,YOLO11 + EasyOCR,,0.9260851740837097,337.62150000001157,1,0
vehicle_56.jpg,YOLO11 + EasyOCR,,0.9271882772445679,394.3735000000004,1,0
vehicle_57.jpg,YOLO11 + EasyOCR,,0.9196420907974243,371.2840999999969,1,0
vehicle_58.jpg,YOLO11 + EasyOCR,74001,0.925198495388031,408.55430000002,1,1
vehicle_59.jpg,YOLO11 + EasyOCR,,0.926405668258667,408.82460000000265,1,0
